City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
233,Pangnirtung,CA,2020-02-21 07:11:06,66.15,-65.71,-38.07,98,71,1.34,broken clouds,0.0,0.0
234,Goulburn,AU,2020-02-21 07:13:22,-34.75,149.72,81.0,30,83,12.01,light rain,0.13,0.0
235,Teya,RU,2020-02-21 07:13:22,60.38,92.63,23.47,90,95,4.83,light snow,0.0,0.13
236,Leningradskiy,RU,2020-02-21 07:13:22,69.38,178.42,-7.22,93,100,21.36,light snow,0.0,0.19
237,Codrington,AU,2020-02-21 07:13:23,-38.27,141.97,58.37,68,28,13.96,scattered clouds,0.0,0.0
238,Tekkali,IN,2020-02-21 07:13:23,18.62,84.23,85.39,34,0,7.74,clear sky,0.0,0.0
239,Kuusamo,FI,2020-02-21 07:13:23,65.97,29.18,24.8,92,90,19.46,light shower snow,0.0,0.0
240,Matara,LK,2020-02-21 07:13:23,5.95,80.54,91.38,51,37,13.0,scattered clouds,0.0,0.0
241,Ibra,OM,2020-02-21 07:13:24,22.69,58.53,73.89,38,100,3.36,overcast clouds,0.0,0.0
242,Esperance,AU,2020-02-21 07:13:24,-33.87,121.9,80.6,32,0,11.41,clear sky,0.0,0.0
243,Sorland,NO,2020-02-21 07:13:24,67.67,12.69,39.2,86,40,21.92,shower rain,0.0,0.0
244,Gayny,RU,2020-02-21 07:13:24,60.31,54.32,28.74,93,99,5.53,light snow,0.0,0.38
245,Northam,GB,2020-02-21 07:13:25,51.03,-4.22,48.0,81,40,10.29,scattered clouds,0.0,0.0
246,Minab,IR,2020-02-21 07:13:25,27.15,57.08,77.0,69,75,4.7,broken clouds,0.0,0.0
247,Leshukonskoye,RU,2020-02-21 07:13:26,64.9,45.76,8.38,95,60,7.14,broken clouds,0.0,0.0
248,Impfondo,CG,2020-02-21 07:13:26,1.64,18.07,79.77,59,65,1.7,broken clouds,0.0,0.0
249,Kavieng,PG,2020-02-21 07:13:26,-2.57,150.8,83.86,76,0,13.29,light rain,1.06,0.0
250,Caimito,CO,2020-02-21 07:13:26,8.81,-75.41,78.19,83,57,7.11,broken clouds,0.0,0.0
251,Qaqortoq,GL,2020-02-21 07:13:27,60.72,-46.03,30.2,28,100,11.41,overcast clouds,0.0,0.0
252,Manggar,ID,2020-02-21 07:13:27,-2.88,108.27,82.4,78,98,16.08,light rain,2.06,0.0
253,Sinegorye,RU,2020-02-21 07:13:28,62.08,150.48,-16.82,91,0,2.15,clear sky,0.0,0.0
254,Broome,US,2020-02-21 07:13:28,42.25,-75.83,14.0,92,90,2.86,light snow,0.0,0.0
255,Vikhorevka,RU,2020-02-21 07:13:28,56.12,101.16,28.0,73,40,11.18,light shower snow,0.0,0.0
256,Geraldton,AU,2020-02-21 07:13:28,-28.77,114.6,80.6,65,92,9.17,overcast clouds,0.0,0.0
257,Madison,US,2020-02-21 07:13:29,34.73,-86.57,34.0,88,1,16.11,clear sky,0.0,0.0
258,Constitucion,CL,2020-02-21 07:13:29,-35.33,-72.42,53.94,74,0,6.2,clear sky,0.0,0.0
259,Lewiston,US,2020-02-21 07:13:29,44.1,-70.21,12.2,60,1,5.44,clear sky,0.0,0.0
260,Saint-Pierre,RE,2020-02-21 07:13:30,-21.34,55.48,84.2,65,20,24.16,few clouds,0.0,0.0
261,Mocuba,MZ,2020-02-21 07:13:30,-16.84,36.99,80.31,86,17,1.74,few clouds,0.0,0.0
262,Xining,CN,2020-02-21 07:13:30,36.62,101.77,32.92,25,0,3.27,clear sky,0.0,0.0
263,Port Blair,IN,2020-02-21 07:13:30,11.67,92.75,81.75,74,27,16.13,scattered clouds,0.0,0.0
264,Terra Santa,BR,2020-02-21 07:11:05,-2.1,-56.49,72.84,96,100,2.53,overcast clouds,0.0,0.0
265,Pemberton,CA,2020-02-21 07:09:26,50.32,-122.8,17.67,79,29,2.73,scattered clouds,0.0,0.0
266,Rio Claro,BR,2020-02-21 07:13:31,-22.41,-47.56,70.68,95,100,2.82,moderate rain,4.06,0.0
267,Waw,SS,2020-02-21 07:13:31,7.7,28.0,76.57,20,49,7.47,scattered clouds,0.0,0.0
268,Barrow,US,2020-02-21 07:13:31,71.29,-156.79,-16.6,75,20,9.17,haze,0.0,0.0
269,San Quintin,MX,2020-02-21 07:13:32,30.48,-115.95,64.2,64,100,3.76,overcast clouds,0.0,0.0
270,Innisfail,AU,2020-02-21 07:13:33,-17.53,146.03,78.01,83,52,3.0,light rain,1.13,0.0
271,Cidreira,BR,2020-02-21 07:13:33,-30.18,-50.21,69.76,70,96,19.64,light rain,0.19,0.0
272,Boffa,GN,2020-02-21 07:13:34,10.17,-14.03,70.41,92,3,3.18,clear sky,0.0,0.0
273,Ixtapa,MX,2020-02-21 07:13:34,20.7,-105.2,73.0,94,5,4.7,clear sky,0.0,0.0
274,Evensk,RU,2020-02-21 07:13:34,61.95,159.23,-16.06,76,7,1.23,clear sky,0.0,0.0
275,Nome,US,2020-02-21 07:13:35,64.5,-165.41,6.8,65,90,14.99,overcast clouds,0.0,0.0
276,Nyurba,RU,2020-02-21 07:13:35,63.28,118.33,12.99,94,98,5.28,overcast clouds,0.0,0.0
277,Hammerfest,NO,2020-02-21 07:13:35,70.66,23.68,30.2,74,75,24.16,broken clouds,0.0,0.0
278,Koumac,NC,2020-02-21 07:13:35,-20.57,164.28,76.05,83,96,1.05,light rain,0.25,0.0
279,Mehamn,NO,2020-02-21 07:13:36,71.04,27.85,28.4,92,90,16.11,light shower snow,0.0,0.0
280,Bollnas,SE,2020-02-21 07:13:36,61.35,16.39,37.0,98,100,1.01,light rain,0.81,0.0
281,Aksha,RU,2020-02-21 07:13:36,50.28,113.29,19.27,71,100,9.8,overcast clouds,0.0,0.0
282,Port Lincoln,AU,2020-02-21 07:13:36,-34.73,135.87,66.47,57,85,14.05,overcast clouds,0.0,0.0
283,Ust-Kuyga,RU,2020-02-21 07:13:37,70.02,135.6,-6.88,95,100,6.31,overcast clouds,0.0,0.0
284,Vikevag,NO,2020-02-21 07:13:37,59.1,5.7,44.6,70,75,19.46,broken clouds,0.0,0.0
285,Elliot Lake,CA,2020-02-21 07:13:37,46.38,-82.63,15.8,78,1,13.87,clear sky,0.0,0.0
286,Olafsvik,IS,2020-02-21 07:13:37,64.89,-23.71,33.76,80,100,38.05,overcast clouds,0.0,0.0
287,Iskateley,RU,2020-02-21 07:13:38,67.68,53.15,7.11,88,46,12.44,scattered clouds,0.0,0.0
288,Erbaa,TR,2020-02-21 07:13:38,40.67,36.57,44.6,76,100,3.36,overcast clouds,0.0,0.0
289,Los Llanos De Aridane,ES,2020-02-21 07:13:38,28.66,-17.92,62.6,67,20,6.93,few clouds,0.0,0.0
290,Mozarlandia,BR,2020-02-21 07:11:05,-14.74,-50.57,71.91,95,100,5.68,overcast clouds,0.0,0.0
291,Cururupu,BR,2020-02-21 07:13:38,-1.83,-44.87,71.71,99,100,2.89,light rain,0.19,0.0
292,Komsomolskiy,UZ,2020-02-21 07:13:39,40.43,71.72,48.2,45,0,4.12,clear sky,0.0,0.0
293,Alto Araguaia,BR,2020-02-21 07:13:39,-17.31,-53.22,69.58,96,100,2.57,light rain,2.63,0.0
294,Makinsk,KZ,2020-02-21 07:13:39,52.63,70.42,17.17,88,93,6.2,overcast clouds,0.0,0.0
295,Januaria,BR,2020-02-21 07:13:39,-15.48,-44.37,67.87,93,93,2.42,overcast clouds,0.0,0.0
296,Iberia,US,2020-02-21 07:13:40,29.95,-91.75,46.4,70,90,13.87,overcast clouds,0.0,0.0
297,Touros,BR,2020-02-21 07:13:40,-5.2,-35.46,75.2,94,40,4.7,scattered clouds,0.0,0.0
298,Goundam,ML,2020-02-21 07:13:40,16.41,-3.67,69.57,15,11,10.18,few clouds,0.0,0.0
299,Ratnagiri,IN,2020-02-21 07:13:41,16.98,73.3,97.54,19,55,3.96,broken clouds,0.0,0.0
300,Parana,AR,2020-02-21 07:13:41,-31.73,-60.52,64.99,59,7,4.0,clear sky,0.0,0.0
301,Sao Filipe,CV,2020-02-21 07:13:41,14.9,-24.5,68.27,83,2,17.16,clear sky,0.0,0.0
302,Umm Lajj,SA,2020-02-21 07:13:42,25.02,37.27,67.82,25,0,4.83,clear sky,0.0,0.0
303,Mastic Beach,US,2020-02-21 07:13:42,40.77,-72.85,24.01,41,1,10.29,clear sky,0.0,0.0
304,Naze,JP,2020-02-21 07:13:42,28.37,129.48,69.8,52,20,8.05,few clouds,0.0,0.0
305,Barentu,ER,2020-02-21 07:13:43,15.11,37.59,72.9,38,83,1.54,broken clouds,0.0,0.0
306,Fortuna,US,2020-02-21 07:13:43,40.6,-124.16,43.0,100,1,9.17,clear sky,0.0,0.0
307,Lezhe,AL,2020-02-21 07:13:43,41.78,19.64,35.6,74,0,2.24,clear sky,0.0,0.0
308,Carballo,ES,2020-02-21 07:13:43,43.21,-8.69,50.0,100,20,4.5,fog,0.0,0.0
309,Yatou,CN,2020-02-21 07:13:43,37.15,122.38,48.0,58,100,13.69,overcast clouds,0.0,0.0
310,Sapele,NG,2020-02-21 07:13:44,5.89,5.68,76.89,96,66,2.84,broken clouds,0.0,0.0
311,Gevrai,IN,2020-02-21 07:13:44,19.27,75.75,88.14,26,1,9.75,clear sky,0.0,0.0
312,Shimoda,JP,2020-02-21 07:13:44,34.67,138.95,55.4,54,20,2.24,few clouds,0.0,0.0
313,Kilifi,KE,2020-02-21 07:12:03,-3.63,39.85,86.0,79,40,6.93,scattered clouds,0.0,0.0
314,Garowe,SO,2020-02-21 07:13:44,8.41,48.48,75.83,55,71,11.79,broken clouds,0.0,0.0
315,Sambava,MG,2020-02-21 07:13:45,-14.27,50.17,83.17,67,96,1.92,overcast clouds,0.0,0.0
316,Murdochville,CA,2020-02-21 07:13:45,48.96,-65.5,-14.4,94,0,5.46,clear sky,0.0,0.0
317,Serenje,ZM,2020-02-21 07:13:45,-13.23,30.24,69.01,91,86,3.71,overcast clouds,0.0,0.0
318,Sandy Bay,AU,2020-02-21 07:13:45,-42.91,147.35,63.0,41,20,18.34,few clouds,0.0,0.0
319,Aksarka,RU,2020-02-21 07:13:46,66.56,67.8,11.44,85,36,7.61,scattered clouds,0.0,0.0
320,Aykhal,RU,2020-02-21 07:13:46,66.0,111.5,3.2,84,63,6.71,broken clouds,0.0,0.0
321,Watertown,US,2020-02-21 07:13:46,42.37,-71.18,21.2,53,1,9.17,clear sky,0.0,0.0
322,Marystown,CA,2020-02-21 07:13:46,47.17,-55.15,14.86,80,93,23.87,light snow,0.0,0.38
323,Bacolod,PH,2020-02-21 07:10:08,10.67,122.95,84.81,55,40,9.48,light rain,0.44,0.0
324,Nago,JP,2020-02-21 07:13:47,26.59,127.98,71.6,60,40,14.99,scattered clouds,0.0,0.0
325,Cap Malheureux,MU,2020-02-21 07:13:47,-19.98,57.61,84.2,58,20,11.41,few clouds,0.0,0.0
326,Turukhansk,RU,2020-02-21 07:13:47,65.82,87.98,26.65,96,93,2.77,light snow,0.0,0.13
327,Semnan,IR,2020-02-21 07:13:47,35.57,53.4,46.33,64,27,2.24,scattered clouds,0.0,0.0
328,Cervo,ES,2020-02-21 07:13:47,43.67,-7.41,53.01,1,100,4.29,overcast clouds,0.0,0.0
329,Caconda,AO,2020-02-21 07:13:48,-13.73,15.07,62.46,88,55,1.95,broken clouds,0.0,0.0
330,Lavrentiya,RU,2020-02-21 07:13:48,65.58,-171.0,-16.89,91,0,7.36,clear sky,0.0,0.0
331,Maniitsoq,GL,2020-02-21 07:13:48,65.42,-52.9,11.43,53,100,3.47,overcast clouds,0.0,0.0
332,Zhob,PK,2020-02-21 07:13:48,31.34,69.45,53.02,43,32,3.87,scattered clouds,0.0,0.0
333,Grand Gaube,MU,2020-02-21 07:13:48,-20.01,57.66,84.2,58,20,11.41,few clouds,0.0,0.0
334,Chihuahua,MX,2020-02-21 07:11:38,28.5,-106.0,44.01,74,28,7.0,scattered clouds,0.0,0.0
335,Razole,IN,2020-02-21 07:13:49,16.48,81.83,84.65,45,0,7.49,clear sky,0.0,0.0
336,Kruisfontein,ZA,2020-02-21 07:13:49,-34.0,24.73,68.09,76,3,4.34,clear sky,0.0,0.0
337,Thinadhoo,MV,2020-02-21 07:13:49,0.53,72.93,84.06,79,32,14.03,scattered clouds,0.0,0.0
338,Lac Du Bonnet,CA,2020-02-21 07:13:50,50.25,-96.06,17.01,80,0,7.0,clear sky,0.0,0.0
339,Acapulco,MX,2020-02-21 07:12:23,16.86,-99.89,73.4,88,5,3.36,clear sky,0.0,0.0
340,Mareeba,AU,2020-02-21 07:13:50,-17.0,145.43,81.0,94,90,1.12,light intensity shower rain,0.0,0.0
341,Bathsheba,BB,2020-02-21 07:13:50,13.22,-59.52,77.0,69,40,18.34,scattered clouds,0.0,0.0
342,Camacari,BR,2020-02-21 07:10:29,-12.7,-38.32,78.8,83,20,4.7,few clouds,0.0,0.0
343,Kirakira,SB,2020-02-21 07:13:51,-10.45,161.92,81.28,81,40,5.14,light rain,0.56,0.0
344,Half Moon Bay,US,2020-02-21 07:13:51,37.46,-122.43,57.0,87,1,5.82,clear sky,0.0,0.0
345,Shihezi,CN,2020-02-21 07:13:51,44.3,86.03,21.52,88,84,4.68,broken clouds,0.0,0.0
346,Ardesen,TR,2020-02-21 07:13:51,41.19,40.99,48.2,70,40,2.24,scattered clouds,0.0,0.0
347,Ucluelet,CA,2020-02-21 07:09:45,48.93,-125.55,32.0,95,0,3.74,clear sky,0.0,0.0
348,Vanavara,RU,2020-02-21 07:13:52,60.34,102.28,22.33,90,100,9.55,overcast clouds,0.0,0.0
349,Novaya Igirma,RU,2020-02-21 07:13:52,57.13,103.91,24.76,88,100,9.91,light snow,0.0,0.19
350,Pyatnitskoye,RU,2020-02-21 07:13:52,50.42,37.83,31.12,87,92,4.09,overcast clouds,0.0,0.0
351,Baykit,RU,2020-02-21 07:13:53,61.67,96.37,20.35,91,100,4.43,light snow,0.0,0.13
352,Agirish,RU,2020-02-21 07:13:53,61.92,63.02,28.9,92,78,7.74,broken clouds,0.0,0.0
353,Requena,ES,2020-02-21 07:08:55,39.49,-1.1,46.0,100,0,2.24,clear sky,0.0,0.0
354,Yerbogachen,RU,2020-02-21 07:13:53,61.28,108.01,22.59,93,100,12.68,light snow,0.0,0.69
355,George,ZA,2020-02-21 07:13:53,-33.96,22.46,68.0,82,22,2.24,few clouds,0.0,0.0
356,Karpogory,RU,2020-02-21 07:13:54,64.0,44.45,7.21,92,43,5.46,scattered clouds,0.0,0.0
357,Fare,PF,2020-02-21 07:13:54,-16.7,-151.02,83.07,76,31,16.55,light rain,0.56,0.0
358,Caravelas,BR,2020-02-21 07:13:54,-17.71,-39.25,80.71,82,0,12.93,light rain,0.38,0.0
359,Kunmadaras,HU,2020-02-21 07:13:54,47.43,20.8,35.6,74,49,6.93,scattered clouds,0.0,0.0
360,Darab,IR,2020-02-21 07:12:05,28.75,54.54,63.43,35,0,4.47,clear sky,0.0,0.0
361,Dasoguz,TM,2020-02-21 07:13:54,41.84,59.97,41.0,86,90,9.17,light intensity shower rain,0.0,0.0
362,Bhadravati,IN,2020-02-21 07:13:55,13.87,75.72,87.6,22,10,10.78,clear sky,0.0,0.0
363,Gao,ML,2020-02-21 07:13:55,16.64,1.64,66.47,16,26,12.77,scattered clouds,0.0,0.0
364,Hauterive,FR,2020-02-21 07:13:55,46.09,3.45,37.99,85,75,3.36,broken clouds,0.0,0.0
365,Salalah,OM,2020-02-21 07:13:05,17.02,54.09,78.8,61,75,5.82,broken clouds,0.0,0.0
366,Bukene,TZ,2020-02-21 07:13:55,-4.23,32.88,71.4,87,98,2.13,overcast clouds,0.0,0.0
367,Miandrivazo,MG,2020-02-21 07:13:56,-19.52,45.47,77.92,82,100,5.39,light rain,1.5,0.0
368,Batticaloa,LK,2020-02-21 07:13:56,7.71,81.69,82.6,81,17,8.95,moderate rain,4.5,0.0
369,Kaeo,NZ,2020-02-21 07:13:56,-35.1,173.78,73.99,87,100,13.35,overcast clouds,0.0,0.0
370,Mananara,MG,2020-02-21 07:13:56,-16.17,49.77,80.13,71,85,2.51,overcast clouds,0.0,0.0
371,Yulara,AU,2020-02-21 07:13:56,-25.24,130.99,96.8,11,1,12.75,clear sky,0.0,0.0
372,Madzhalis,RU,2020-02-21 07:13:57,42.12,47.83,35.76,87,97,4.03,overcast clouds,0.0,0.0
373,Rapid Valley,US,2020-02-21 07:13:58,44.06,-103.15,37.99,62,1,5.82,clear sky,0.0,0.0
374,Alvaro Obregon,MX,2020-02-21 07:10:24,19.37,-99.22,57.2,58,40,9.17,scattered clouds,0.0,0.0
375,Roma,US,2020-02-21 07:10:01,43.21,-75.46,18.0,66,40,2.82,scattered clouds,0.0,0.0
376,Ban Nahin,LA,2020-02-21 07:13:58,18.24,104.21,88.83,29,0,8.28,clear sky,0.0,0.0
377,Micoud,LC,2020-02-21 07:13:59,13.82,-60.9,78.8,69,40,20.8,scattered clouds,0.0,0.0
378,Itanhem,BR,2020-02-21 07:13:59,-17.17,-40.33,69.37,96,2,2.91,clear sky,0.0,0.0
379,Dunedin,NZ,2020-02-21 07:12:12,-45.87,170.5,60.01,78,70,17.45,light rain,1.13,0.0
380,Sarangani,PH,2020-02-21 07:13:59,5.4,125.46,80.91,74,63,24.79,broken clouds,0.0,0.0
381,Oktyabrskoye,RU,2020-02-21 07:14:00,43.06,44.74,35.6,100,90,2.24,light intensity drizzle,0.0,0.0
382,Tuatapere,NZ,2020-02-21 07:14:00,-46.13,167.68,57.99,79,85,17.0,light rain,0.25,0.0
383,Lakatoro,VU,2020-02-21 07:14:00,-16.1,167.42,86.0,100,8,9.17,clear sky,0.0,0.0
384,Burnie,AU,2020-02-21 07:14:00,-41.07,145.92,64.99,44,66,11.99,broken clouds,0.0,0.0
385,Dumka,IN,2020-02-21 07:14:00,24.27,87.25,83.89,27,52,6.38,broken clouds,0.0,0.0
386,Gazli,UZ,2020-02-21 07:14:00,40.13,63.45,47.17,93,100,6.96,light rain,1.56,0.0
387,Moerai,PF,2020-02-21 07:14:01,-22.43,-151.33,81.16,79,100,9.78,light rain,0.19,0.0
388,Saint Anthony,US,2020-02-21 07:14:01,45.02,-93.22,12.2,77,1,6.93,clear sky,0.0,0.0
389,Yeniseysk,RU,2020-02-21 07:14:01,58.45,92.17,26.38,91,100,6.76,light snow,0.0,0.56
390,Siniscola,IT,2020-02-21 07:14:01,40.57,9.69,38.28,95,0,6.08,clear sky,0.0,0.0
391,Bandarbeyla,SO,2020-02-21 07:14:01,9.49,50.81,77.83,72,52,9.62,broken clouds,0.0,0.0
392,Lima,PE,2020-02-21 07:14:02,-12.04,-77.03,73.4,88,40,5.82,scattered clouds,0.0,0.0
393,Koulikoro,ML,2020-02-21 07:14:02,14.0,-7.75,71.19,16,17,7.27,few clouds,0.0,0.0
394,Talnakh,RU,2020-02-21 07:14:02,69.49,88.4,12.2,92,97,4.47,overcast clouds,0.0,0.0
395,Tshikapa,CD,2020-02-21 07:14:02,-6.42,20.8,74.23,85,100,1.52,overcast clouds,0.0,0.0
396,Iqaluit,CA,2020-02-21 07:09:48,63.75,-68.51,-38.0,65,20,12.75,few clouds,0.0,0.0
397,Katobu,ID,2020-02-21 07:14:03,-4.94,122.53,87.55,67,70,3.98,light rain,1.56,0.0
398,Bulungu,CD,2020-02-21 07:14:03,-4.55,18.6,75.2,82,100,2.17,overcast clouds,0.0,0.0
399,Namwala,ZM,2020-02-21 07:14:03,-15.75,26.44,69.55,94,6,3.09,light rain,1.06,0.0
400,Dicabisagan,PH,2020-02-21 07:14:03,17.08,122.42,74.5,80,46,13.51,light rain,1.25,0.0
401,Odessa,UA,2020-02-21 07:14:03,46.48,30.73,33.8,75,75,8.95,mist,0.0,0.0
402,Khipro,PK,2020-02-21 07:14:04,25.83,69.38,78.17,24,0,19.26,clear sky,0.0,0.0
403,Benguela,AO,2020-02-21 07:14:04,-12.58,13.41,78.8,88,40,2.26,scattered clouds,0.0,0.0
404,College,US,2020-02-21 07:14:04,64.86,-147.8,17.6,85,75,3.36,broken clouds,0.0,0.0
405,Dingle,PH,2020-02-21 07:14:04,11.0,122.67,79.12,78,72,18.05,light rain,2.75,0.0
406,Ryki,PL,2020-02-21 07:14:04,51.63,21.93,37.99,79,20,9.17,few clouds,0.0,0.0
407,Nadym,RU,2020-02-21 07:14:05,65.53,72.52,20.77,93,100,15.12,light snow,0.0,0.25
408,Lincoln,US,2020-02-21 07:12:21,40.8,-96.67,23.0,79,1,5.82,clear sky,0.0,0.0
409,Taua,BR,2020-02-21 07:14:05,-5.97,-40.3,70.29,97,100,3.74,moderate rain,4.88,0.0
410,Vostok,RU,2020-02-21 07:14:05,46.49,135.88,16.79,83,99,3.91,overcast clouds,0.0,0.0
411,Akdagmadeni,TR,2020-02-21 07:14:05,39.66,35.88,28.49,88,100,5.53,overcast clouds,0.0,0.0
412,Erzin,TR,2020-02-21 07:14:06,36.96,36.2,60.01,100,75,6.93,broken clouds,0.0,0.0
413,Mpanda,TZ,2020-02-21 07:14:06,-6.37,31.04,66.56,96,87,2.28,light rain,0.69,0.0
414,Libreville,GA,2020-02-21 07:14:06,0.39,9.45,73.4,94,75,10.29,thunderstorm with rain,0.0,0.0
415,Ocampo,MX,2020-02-21 07:14:06,21.65,-101.5,52.59,86,19,16.44,few clouds,0.0,0.0
416,Hearst,CA,2020-02-21 07:14:06,49.68,-83.67,14.07,86,29,9.24,scattered clouds,0.0,0.0
417,Librazhd,AL,2020-02-21 07:14:07,41.18,20.32,35.6,74,0,2.24,clear sky,0.0,0.0
418,Andenes,NO,2020-02-21 07:14:07,69.31,16.12,34.0,86,40,14.99,scattered clouds,0.0,0.0
419,Krasnoselkup,RU,2020-02-21 07:14:07,65.7,82.47,25.43,95,93,9.91,light snow,0.0,0.12
420,Gorontalo,ID,2020-02-21 07:14:07,0.54,123.06,87.55,55,77,0.6,light rain,0.44,0.0
421,Lerwick,GB,2020-02-21 07:14:07,60.15,-1.15,44.6,81,75,32.21,broken clouds,0.0,0.0
422,Bonavista,CA,2020-02-21 07:14:08,48.65,-53.11,9.0,63,21,24.0,few clouds,0.0,0.0
423,Tobol,KZ,2020-02-21 07:14:08,52.68,62.58,19.76,95,90,3.74,overcast clouds,0.0,0.0
424,Levelland,US,2020-02-21 07:14:09,33.59,-102.38,28.0,79,1,6.93,clear sky,0.0,0.0
425,Olinda,BR,2020-02-21 07:14:09,-8.01,-34.86,77.0,88,20,1.59,few clouds,0.0,0.0
426,Lagoa,PT,2020-02-21 07:14:09,39.05,-27.98,56.98,64,19,8.1,few clouds,0.0,0.0
427,Ravar,IR,2020-02-21 07:14:09,31.27,56.81,58.53,45,26,3.78,scattered clouds,0.0,0.0
428,Saint George,US,2020-02-21 07:13:32,37.1,-113.58,44.6,24,1,4.81,clear sky,0.0,0.0
429,Cascais,PT,2020-02-21 07:13:17,38.7,-9.42,55.0,76,0,4.7,clear sky,0.0,0.0
430,Shubarshi,KZ,2020-02-21 07:14:10,48.59,57.19,23.14,83,100,7.96,overcast clouds,0.0,0.0
431,Qasigiannguit,GL,2020-02-21 07:14:10,68.82,-51.19,-2.2,58,42,8.05,scattered clouds,0.0,0.0
432,Puerto Escondido,MX,2020-02-21 07:14:10,15.85,-97.07,72.9,65,33,3.13,scattered clouds,0.0,0.0
433,Kristianstad,SE,2020-02-21 07:14:10,56.03,14.15,39.2,80,20,11.41,few clouds,0.0,0.0
434,Ilulissat,GL,2020-02-21 07:14:11,69.22,-51.1,-2.2,58,42,8.05,scattered clouds,0.0,0.0
435,Mataram,ID,2020-02-21 07:14:11,-8.58,116.12,80.6,88,75,12.75,thunderstorm,0.0,0.0
436,Porto Walter,BR,2020-02-21 07:14:11,-8.27,-72.74,73.67,90,79,2.91,broken clouds,0.0,0.0
437,Cedar City,US,2020-02-21 07:14:11,37.68,-113.06,26.6,53,1,5.77,clear sky,0.0,0.0
438,Tarancon,ES,2020-02-21 07:14:12,40.01,-3.01,46.0,80,0,4.7,clear sky,0.0,0.0
439,Hailar,CN,2020-02-21 07:10:29,49.2,119.7,16.72,90,100,4.41,overcast clouds,0.0,0.0
440,Price,US,2020-02-21 07:13:25,39.6,-110.81,26.01,48,1,5.82,clear sky,0.0,0.0
441,Porto Tolle,IT,2020-02-21 07:14:12,44.95,12.32,39.99,86,16,8.05,few clouds,0.0,0.0
442,Horasan,TR,2020-02-21 07:14:12,40.05,42.17,26.26,89,93,1.23,overcast clouds,0.0,0.0
443,Hibbing,US,2020-02-21 07:14:12,47.43,-92.94,12.2,77,1,3.36,clear sky,0.0,0.0
444,La Romana,DO,2020-02-21 07:14:13,18.43,-68.97,77.0,73,40,11.41,scattered clouds,0.0,0.0
445,Valdivia,CL,2020-02-21 07:14:13,-39.81,-73.25,49.12,75,0,3.96,clear sky,0.0,0.0
446,Kochevo,RU,2020-02-21 07:14:13,59.6,54.31,29.61,93,94,6.85,overcast clouds,0.0,0.0
447,South Milwaukee,US,2020-02-21 07:12:28,42.91,-87.86,10.99,55,1,8.05,clear sky,0.0,0.0
448,Sovetsk,RU,2020-02-21 07:14:14,55.08,21.88,36.5,80,100,18.16,overcast clouds,0.0,0.0
449,Naryan-Mar,RU,2020-02-21 07:14:14,67.67,53.09,7.11,88,46,12.44,scattered clouds,0.0,0.0
450,Oriximina,BR,2020-02-21 07:14:14,-1.77,-55.87,74.23,87,97,4.74,overcast clouds,0.0,0.0
451,Akureyri,IS,2020-02-21 07:14:14,65.68,-18.09,32.0,97,90,9.17,light snow,0.0,0.0
452,Sao Joao Da Barra,BR,2020-02-21 07:14:15,-21.64,-41.05,75.96,90,10,9.44,clear sky,0.0,0.0
453,Zhigansk,RU,2020-02-21 07:14:15,66.77,123.37,-5.75,96,100,22.01,light snow,0.0,0.37
454,Ledyard,US,2020-02-21 07:14:15,41.44,-72.01,24.01,44,1,11.41,clear sky,0.0,0.0
455,Maseru,LS,2020-02-21 07:14:15,-29.32,27.48,67.73,58,0,2.91,clear sky,0.0,0.0
456,Esterhazy,CA,2020-02-21 07:14:15,50.65,-102.08,21.76,75,0,15.88,clear sky,0.0,0.0
457,Miraflores,MX,2020-02-21 07:14:16,19.22,-98.81,57.2,58,40,9.17,scattered clouds,0.0,0.0
458,Porto Novo,BJ,2020-02-21 07:14:16,6.5,2.6,80.6,94,20,2.24,mist,0.0,0.0
459,Birao,CF,2020-02-21 07:14:16,10.28,22.79,71.8,23,81,14.92,broken clouds,0.0,0.0
460,Bilibino,RU,2020-02-21 07:14:16,68.05,166.44,-22.7,98,100,1.43,overcast clouds,0.0,0.0
461,Nyagan,RU,2020-02-21 07:14:16,62.14,65.39,27.81,91,100,6.82,overcast clouds,0.0,0.0
462,Taoudenni,ML,2020-02-21 07:14:17,22.68,-3.98,64.47,18,0,7.02,clear sky,0.0,0.0
463,Nantucket,US,2020-02-21 07:09:44,41.28,-70.1,28.99,54,1,13.87,clear sky,0.0,0.0
464,Brunico,IT,2020-02-21 07:14:17,46.8,11.94,33.01,79,34,3.36,scattered clouds,0.0,0.0
465,Mnogovershinnyy,RU,2020-02-21 07:14:17,53.94,139.92,10.08,78,5,5.23,clear sky,0.0,0.0
466,Indramayu,ID,2020-02-21 07:14:17,-6.33,108.32,83.28,78,83,18.03,light rain,2.31,0.0
467,Kazanskoye,RU,2020-02-21 07:14:18,55.64,69.23,27.39,96,100,9.69,overcast clouds,0.0,0.0
468,Poyarkovo,RU,2020-02-21 07:14:18,49.6,128.68,6.96,94,100,7.11,overcast clouds,0.0,0.0
469,Tomatlan,MX,2020-02-21 07:14:18,19.93,-105.25,68.59,68,75,1.97,broken clouds,0.0,0.0
